,Contract,MonthlyCharges,tenure,Dependents,SeniorCitizen,InternetService,StreamingTV,StreamingMovies,TechSupport,OnlineSecurity,Churn
3181,Two year,81.3,64,No,0,DSL,No,Yes,Yes,Yes,No
3182,Two year,95.2,45,No,0,Fiber optic,Yes,Yes,Yes,No,No
3183,Month-to-month,36.45,3,No,1,DSL,Yes,No,No,No,Yes
3184,Two year,83.3,71,No,0,DSL,Yes,Yes,Yes,No,No
3185,Month-to-month,25.05,1,No,1,DSL,No,No,No,No,Yes
3186,Two year,20.3,58,Yes,0,No,No,No,No,No,No
3187,Month-to-month,89.85,34,Yes,0,Fiber optic,Yes,No,No,No,No
3188,Month-to-month,49.85,8,No,0,DSL,No,No,No,Yes,Yes
3189,Month-to-month,19.8,15,Yes,0,No,No,No,No,No,No
3190,Two year,54.65,66,Yes,0,DSL,Yes,Yes,Yes,No,No
3191,Month-to-month,29.35,12,No,1,DSL,No,No,No,No,No
3192,Two year,19.15,58,No,0,No,No,No,No,No,No
3193,Two year,19.1,3,Yes,0,No,No,No,No,No,No
3194,Month-to-month,55.55,43,No,1,DSL,Yes,Yes,No,No,Yes
3195,Month-to-month,80.55,9,No,0,Fiber optic,No,No,No,No,No
3196,One year,20.25,3,No,0,No,No,No,No,No,No
3197,One year,69.5,22,Yes,0,DSL,Yes,Yes,No,No,Yes
3198,One year,106.0,40,No,0,Fiber optic,Yes,Yes,No,No,No
3199,Two year,25.5,68,No,0,No,No,No,No,No,No
3200,Month-to-month,104.3,54,No,0,Fiber optic,Yes,Yes,No,No,Yes
3201,Two year,79.6,50,No,0,DSL,Yes,Yes,Yes,No,No
3202,Month-to-month,55.25,1,No,0,DSL,No,Yes,No,No,No
3203,Two year,88.05,72,No,0,DSL,Yes,Yes,Yes,Yes,No
3204,One year,20.4,40,Yes,0,No,No,No,No,No,No
3205,Two year,117.6,72,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
3206,Month-to-month,20.0,6,No,0,No,No,No,No,No,No
3207,Month-to-month,19.65,5,No,0,No,No,No,No,No,No
3208,One year,70.55,48,No,0,DSL,No,Yes,No,No,No
3209,Month-to-month,93.85,1,No,0,Fiber optic,Yes,Yes,No,No,Yes
3210,One year,65.8,64,Yes,0,DSL,Yes,No,Yes,Yes,No
3211,One year,20.05,17,No,0,No,No,No,No,No,No
3212,Month-to-month,80.0,40,No,0,Fiber optic,No,No,No,No,No
3213,One year,35.4,41,Yes,0,DSL,No,No,No,Yes,No
3214,One year,79.6,51,No,1,Fiber optic,No,No,No,No,No
3215,Month-to-month,80.25,41,No,0,Fiber optic,No,No,No,No,No
3216,Month-to-month,50.45,1,Yes,0,DSL,No,No,No,No,Yes
3217,Month-to-month,20.45,2,No,0,No,No,No,No,No,No
3218,One year,79.6,68,No,0,Fiber optic,No,No,No,No,No
3219,Two year,24.7,24,Yes,0,No,No,No,No,No,No
3220,Two year,77.3,70,No,0,DSL,No,Yes,Yes,Yes,No
3221,Month-to-month,29.75,3,No,0,DSL,No,No,Yes,No,No
3222,Month-to-month,44.9,2,No,0,DSL,No,No,No,No,No
3223,Month-to-month,29.8,3,No,0,DSL,No,No,No,No,No
3224,Month-to-month,74.65,7,No,0,DSL,Yes,Yes,Yes,No,Yes
3225,Month-to-month,71.95,13,No,0,DSL,Yes,Yes,No,Yes,No
3226,Month-to-month,20.75,7,No,0,No,No,No,No,No,No
3227,Month-to-month,56.3,12,Yes,0,DSL,Yes,No,No,No,No
3228,One year,105.25,53,Yes,0,Fiber optic,Yes,Yes,No,No,No
3229,Month-to-month,94.2,12,No,0,Fiber optic,Yes,Yes,No,No,Yes
3230,Two year,19.55,63,Yes,0,No,No,No,No,No,No
3231,Month-to-month,84.45,15,No,0,DSL,Yes,Yes,Yes,Yes,No
3232,One year,53.65,36,Yes,0,DSL,No,No,No,Yes,No
3233,Month-to-month,29.9,4,No,1,DSL,No,No,No,No,No
3234,Two year,19.7,24,Yes,0,No,No,No,No,No,No
3235,One year,43.7,61,No,0,DSL,No,No,Yes,Yes,No
3236,Month-to-month,55.3,16,No,0,DSL,No,No,No,No,No
3237,Two year,19.85,65,Yes,0,No,No,No,No,No,No
3238,Two year,19.65,26,Yes,0,No,No,No,No,No,No
3239,Month-to-month,49.45,16,No,0,DSL,No,No,Yes,No,No
3240,One year,106.55,54,No,0,Fiber optic,Yes,Yes,No,Yes,Yes
3241,Month-to-month,20.1,1,No,0,No,No,No,No,No,Yes
3242,Two year,20.45,5,Yes,0,No,No,No,No,No,No
3243,Month-to-month,39.7,19,No,0,DSL,No,Yes,No,No,No
3244,Month-to-month,54.5,10,No,0,DSL,No,No,No,Yes,No
3245,Month-to-month,83.8,23,Yes,0,Fiber optic,No,No,Yes,No,Yes
3246,Month-to-month,55.15,3,No,0,DSL,Yes,No,No,No,Yes
3247,Two year,111.6,72,No,0,Fiber optic,Yes,Yes,Yes,No,No
3248,Month-to-month,86.65,10,No,1,Fiber optic,No,Yes,No,No,Yes
3249,Month-to-month,55.55,10,Yes,0,DSL,No,No,No,No,No
3250,One year,20.55,11,No,0,No,No,No,No,No,No
3251,Month-to-month,106.75,37,No,1,Fiber optic,Yes,Yes,No,Yes,Yes
3252,One year,62.1,17,Yes,0,DSL,No,No,Yes,Yes,No
3253,Month-to-month,104.5,36,Yes,0,Fiber optic,Yes,Yes,No,Yes,No
3254,Month-to-month,101.8,17,No,1,Fiber optic,Yes,Yes,No,No,No
3255,One year,110.6,66,Yes,1,Fiber optic,Yes,Yes,Yes,Yes,No
3256,One year,84.9,61,Yes,0,DSL,Yes,Yes,Yes,Yes,No
3257,Month-to-month,93.2,22,No,0,Fiber optic,Yes,Yes,No,No,No
3258,Month-to-month,24.4,1,No,0,DSL,No,No,No,No,No
3259,Month-to-month,70.55,6,No,0,Fiber optic,No,No,No,No,No
3260,Month-to-month,78.45,31,No,0,Fiber optic,No,No,Yes,No,Yes
3261,Two year,85.0,68,Yes,0,DSL,Yes,Yes,Yes,Yes,No
3262,Month-to-month,87.45,34,Yes,0,Fiber optic,Yes,No,No,No,Yes
3263,Month-to-month,85.8,52,Yes,0,Fiber optic,No,No,Yes,No,No
3264,Month-to-month,91.1,10,Yes,0,Fiber optic,Yes,No,Yes,No,No
3265,Month-to-month,70.75,29,Yes,0,Fiber optic,No,No,No,No,Yes
3266,Two year,20.1,72,Yes,0,No,No,No,No,No,No
3267,One year,20.05,47,Yes,0,No,No,No,No,No,No
3268,One year,74.8,24,Yes,0,DSL,Yes,Yes,No,Yes,No
3269,One year,24.8,65,No,0,No,No,No,No,No,No
3270,Month-to-month,100.85,4,No,0,Fiber optic,Yes,Yes,Yes,No,No
3271,Month-to-month,101.35,12,No,1,Fiber optic,Yes,Yes,No,No,Yes
3272,Month-to-month,81.7,1,No,0,Fiber optic,No,No,No,Yes,Yes
3273,Month-to-month,68.25,33,No,0,Fiber optic,No,No,No,No,Yes
3274,Month-to-month,105.1,34,No,0,Fiber optic,Yes,Yes,Yes,No,No
3275,Two year,20.4,14,No,0,No,No,No,No,No,No
3276,Month-to-month,79.15,4,No,0,Fiber optic,No,Yes,No,No,Yes
3277,One year,20.0,13,Yes,0,No,No,No,No,No,No
3278,Two year,79.4,65,Yes,0,DSL,Yes,Yes,Yes,No,No
3279,One year,57.2,23,Yes,0,DSL,No,No,Yes,Yes,No
3280,Two year,58.6,55,No,0,DSL,No,No,No,Yes,No
3281,Two year,94.8,49,No,0,Fiber optic,Yes,Yes,No,No,No
3282,One year,102.5,60,No,0,Fiber optic,Yes,Yes,No,No,No
3283,One year,20.35,69,Yes,0,No,No,No,No,No,No
3284,Month-to-month,84.9,40,No,0,Fiber optic,Yes,No,No,No,No
3285,Two year,69.2,67,No,0,DSL,No,Yes,Yes,Yes,No
3286,Month-to-month,95.45,35,No,1,Fiber optic,Yes,Yes,No,No,Yes
3287,One year,100.95,19,Yes,0,Fiber optic,Yes,Yes,Yes,No,Yes
3288,Two year,20.85,13,Yes,0,No,No,No,No,No,No
3289,Month-to-month,88.5,41,Yes,0,Fiber optic,Yes,No,No,No,No
3290,Month-to-month,35.0,4,No,0,DSL,No,No,No,Yes,No
3291,Month-to-month,55.15,24,Yes,0,DSL,No,No,Yes,Yes,No
3292,Month-to-month,50.95,5,No,0,DSL,Yes,Yes,No,No,No
3293,Month-to-month,64.0,5,No,0,DSL,No,Yes,No,No,No
3294,Month-to-month,69.1,1,Yes,0,Fiber optic,No,No,No,No,Yes
3295,Two year,80.2,72,Yes,0,DSL,Yes,No,Yes,Yes,No
3296,Month-to-month,49.3,24,No,0,DSL,No,No,No,No,No
3297,Two year,84.35,42,No,0,DSL,Yes,Yes,Yes,Yes,No
3298,Month-to-month,20.05,4,No,0,No,No,No,No,No,No
3299,One year,117.2,68,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
3300,One year,20.1,33,Yes,0,No,No,No,No,No,No
3301,Month-to-month,69.6,1,No,1,Fiber optic,No,No,No,No,Yes
3302,One year,103.45,31,No,0,Fiber optic,Yes,Yes,No,No,Yes
3303,Month-to-month,77.95,4,No,0,Fiber optic,No,No,No,No,Yes
3304,Two year,109.95,69,No,1,Fiber optic,Yes,Yes,Yes,No,No
3305,Month-to-month,94.75,38,No,1,Fiber optic,Yes,Yes,No,No,No
3306,Month-to-month,80.0,3,Yes,0,Fiber optic,No,No,Yes,No,No
3307,Two year,79.65,48,Yes,0,DSL,Yes,Yes,Yes,No,No
3308,Two year,25.2,15,No,0,No,No,No,No,No,No
3309,One year,19.9,25,No,0,No,No,No,No,No,No
3310,Month-to-month,78.45,1,No,1,Fiber optic,Yes,No,No,No,Yes
3311,Month-to-month,44.8,48,No,0,DSL,Yes,No,No,Yes,No
3312,Month-to-month,20.3,1,No,0,No,No,No,No,No,No
3313,Month-to-month,19.2,1,No,0,No,No,No,No,No,No
3314,One year,80.05,37,No,0,Fiber optic,No,No,No,No,No
3315,One year,107.35,66,No,1,Fiber optic,Yes,Yes,Yes,No,No
3316,One year,47.85,26,No,0,DSL,Yes,No,No,Yes,No
3317,One year,70.8,63,No,0,DSL,Yes,No,Yes,Yes,No
3318,Month-to-month,29.5,10,No,0,DSL,No,No,No,No,Yes
3319,Month-to-month,70.75,2,No,0,DSL,Yes,Yes,No,Yes,Yes
3320,Month-to-month,59.1,18,No,1,DSL,No,Yes,No,Yes,No
3321,Two year,25.55,64,No,0,No,No,No,No,No,No
3322,Month-to-month,84.45,9,No,1,Fiber optic,No,Yes,No,No,Yes
3323,Month-to-month,20.25,28,Yes,0,No,No,No,No,No,No
3324,Month-to-month,75.55,1,No,0,Fiber optic,No,No,No,No,No
3325,Month-to-month,85.65,4,No,0,Fiber optic,No,Yes,No,No,Yes
3326,One year,70.15,38,No,1,DSL,Yes,No,Yes,No,Yes
3327,One year,95.3,66,No,0,Fiber optic,No,Yes,No,No,No
3328,Month-to-month,70.25,1,No,0,Fiber optic,No,No,No,No,No
3329,Month-to-month,50.3,18,No,0,DSL,No,No,Yes,No,No
3330,Month-to-month,97.8,51,No,1,Fiber optic,Yes,Yes,No,No,Yes
3331,Two year,19.85,0,Yes,0,No,No,No,No,No,No
3332,Month-to-month,46.3,1,No,0,DSL,No,No,No,No,Yes
3333,Two year,19.35,12,Yes,0,No,No,No,No,No,No
3334,Month-to-month,106.3,41,No,0,Fiber optic,Yes,Yes,No,No,Yes
3335,Month-to-month,25.0,12,No,0,No,No,No,No,No,No
3336,Two year,20.3,55,Yes,0,No,No,No,No,No,No
3337,Month-to-month,75.35,7,No,0,Fiber optic,No,No,No,No,No
3338,Month-to-month,89.4,12,No,0,Fiber optic,No,Yes,Yes,No,Yes
3339,Two year,88.0,68,Yes,0,DSL,Yes,Yes,Yes,Yes,No
3340,Month-to-month,83.15,5,No,1,Fiber optic,Yes,No,No,No,Yes
3341,Month-to-month,43.8,49,No,1,DSL,No,No,No,No,No
3342,One year,62.05,40,No,0,DSL,Yes,Yes,No,Yes,No
3343,One year,20.1,16,No,0,No,No,No,No,No,No
3344,Month-to-month,74.15,10,No,0,Fiber optic,No,No,No,No,Yes
3345,One year,101.35,72,No,0,Fiber optic,Yes,Yes,No,No,No
3346,Month-to-month,84.05,2,No,1,Fiber optic,No,Yes,No,No,No
3347,Two year,20.9,23,Yes,0,No,No,No,No,No,No
3348,One year,105.9,71,No,1,Fiber optic,Yes,Yes,No,No,No
3349,Month-to-month,99.5,11,No,0,Fiber optic,Yes,Yes,No,No,Yes
3350,Month-to-month,44.15,1,No,0,DSL,No,No,No,No,Yes
3351,Month-to-month,53.9,16,No,0,DSL,No,No,Yes,No,Yes
3352,Month-to-month,85.45,1,No,0,Fiber optic,No,Yes,No,No,Yes
3353,Month-to-month,85.05,12,No,0,Fiber optic,No,Yes,No,No,No
3354,One year,44.1,54,No,0,DSL,No,Yes,Yes,Yes,No
3355,Two year,90.2,68,No,0,Fiber optic,No,No,Yes,No,No
3356,Month-to-month,50.85,4,Yes,0,DSL,No,No,No,No,Yes
3357,Month-to-month,59.2,1,Yes,0,DSL,No,Yes,No,No,Yes
3358,Month-to-month,53.45,27,No,0,DSL,No,No,Yes,Yes,No
3359,Month-to-month,19.95,21,No,0,No,No,No,No,No,No
3360,Month-to-month,83.2,13,No,0,Fiber optic,Yes,No,No,No,Yes
3361,Month-to-month,74.65,64,No,1,DSL,No,Yes,Yes,No,No
3362,Month-to-month,54.9,1,No,0,DSL,No,No,No,Yes,Yes
3363,Two year,57.5,57,No,0,DSL,Yes,Yes,Yes,No,No
3364,Month-to-month,103.9,21,No,0,Fiber optic,Yes,Yes,No,Yes,Yes
3365,Two year,19.65,19,No,0,No,No,No,No,No,No
3366,One year,93.8,31,No,0,Fiber optic,Yes,Yes,No,No,No
3367,Two year,89.25,52,No,0,DSL,Yes,Yes,Yes,Yes,No
3368,One year,94.15,46,No,0,Fiber optic,No,Yes,No,No,No
3369,Month-to-month,55.6,11,No,1,DSL,No,No,No,Yes,No
3370,Month-to-month,48.7,53,Yes,0,DSL,No,Yes,No,Yes,No
3371,Month-to-month,19.25,11,Yes,0,No,No,No,No,No,Yes
3372,Month-to-month,104.9,57,No,1,Fiber optic,Yes,Yes,Yes,No,No
3373,Month-to-month,75.45,2,No,1,Fiber optic,No,No,No,No,Yes
3374,Month-to-month,54.85,2,No,1,DSL,No,No,No,Yes,Yes
3375,Two year,19.9,71,Yes,0,No,No,No,No,No,No
3376,Month-to-month,19.4,1,Yes,0,No,No,No,No,No,No
3377,Two year,25.05,68,No,0,No,No,No,No,No,No
3378,Two year,84.45,72,No,0,DSL,Yes,Yes,Yes,Yes,No
3379,Month-to-month,19.3,2,No,0,No,No,No,No,No,No
3380,Month-to-month,95.1,1,No,1,Fiber optic,Yes,Yes,No,No,Yes
3381,One year,79.85,41,No,0,DSL,Yes,Yes,Yes,Yes,No
3382,Two year,25.55,72,Yes,0,No,No,No,No,No,No
3383,Month-to-month,75.5,6,No,0,Fiber optic,No,No,No,No,Yes
3384,Month-to-month,73.75,4,Yes,0,Fiber optic,No,No,No,No,Yes
3385,Month-to-month,96.05,12,No,0,Fiber optic,Yes,Yes,No,No,Yes
3386,One year,68.4,58,No,0,DSL,No,Yes,Yes,Yes,No
3387,Month-to-month,20.65,7,No,0,No,No,No,No,No,No
3388,Month-to-month,55.15,65,No,0,DSL,No,No,No,Yes,No
3389,Month-to-month,70.6,1,No,0,Fiber optic,No,No,No,No,No
3390,One year,19.95,56,No,0,No,No,No,No,No,No
3391,Month-to-month,19.0,4,No,0,No,No,No,No,No,No
3392,One year,44.1,58,Yes,0,DSL,No,No,No,No,No
3393,Two year,107.6,62,No,0,Fiber optic,Yes,Yes,Yes,No,No
3394,One year,61.55,26,No,0,DSL,No,No,No,Yes,No
3395,Month-to-month,90.7,62,No,0,Fiber optic,No,No,No,Yes,No
3396,One year,99.25,58,Yes,0,Fiber optic,Yes,Yes,No,Yes,No
3397,Two year,91.7,68,No,0,DSL,Yes,Yes,Yes,Yes,No
3398,One year,100.7,61,Yes,0,Fiber optic,No,Yes,No,Yes,No
3399,Two year,78.45,42,No,0,DSL,Yes,Yes,Yes,No,No
3400,Month-to-month,84.3,18,No,0,Fiber optic,Yes,No,No,No,No
3401,Two year,19.55,56,No,0,No,No,No,No,No,No
3402,Month-to-month,88.95,4,No,0,Fiber optic,No,Yes,No,No,Yes
3403,Month-to-month,20.45,4,No,0,No,No,No,No,No,No
3404,One year,55.6,35,Yes,0,DSL,No,No,No,Yes,No
3405,Month-to-month,86.8,64,Yes,0,Fiber optic,No,No,Yes,Yes,No
3406,One year,20.95,31,No,0,No,No,No,No,No,No
3407,Two year,20.05,67,No,1,No,No,No,No,No,No
3408,Month-to-month,50.7,4,No,0,DSL,No,No,No,No,Yes
3409,Two year,113.65,70,No,1,Fiber optic,Yes,Yes,Yes,Yes,No
3410,Month-to-month,53.4,3,No,0,DSL,Yes,No,No,No,Yes
3411,Month-to-month,101.9,53,No,1,Fiber optic,Yes,Yes,No,No,Yes
3412,Two year,59.5,2,Yes,0,DSL,No,No,Yes,Yes,No
3413,Month-to-month,87.8,29,Yes,0,Fiber optic,Yes,Yes,No,No,No
3414,Two year,41.9,47,No,0,DSL,No,No,Yes,Yes,No
3415,One year,83.0,68,Yes,0,Fiber optic,Yes,No,No,No,Yes
3416,Month-to-month,69.85,12,Yes,0,DSL,Yes,Yes,No,Yes,No
3417,Month-to-month,56.3,8,Yes,0,DSL,No,No,Yes,No,No
3418,Month-to-month,109.55,54,No,0,Fiber optic,Yes,Yes,No,Yes,No
3419,Two year,92.15,69,Yes,0,Fiber optic,Yes,No,Yes,No,No
3420,Month-to-month,69.5,26,No,0,DSL,Yes,No,No,Yes,No
3421,Two year,97.0,72,No,0,Fiber optic,No,No,Yes,Yes,No
3422,Two year,58.35,70,No,0,DSL,Yes,Yes,Yes,Yes,No
3423,Month-to-month,50.6,1,Yes,0,DSL,No,No,No,Yes,Yes
3424,Month-to-month,89.5,10,No,0,Fiber optic,Yes,Yes,No,No,Yes
3425,One year,70.4,28,Yes,0,Fiber optic,No,No,No,No,No
3426,Month-to-month,69.8,1,No,0,Fiber optic,No,No,No,No,Yes
3427,Month-to-month,94.3,21,No,0,Fiber optic,Yes,Yes,No,No,No
3428,Month-to-month,93.8,51,No,1,Fiber optic,Yes,No,No,Yes,Yes
3429,One year,19.55,53,Yes,0,No,No,No,No,No,No
3430,One year,95.95,53,Yes,0,Fiber optic,No,Yes,No,Yes,No
3431,Month-to-month,101.05,24,No,0,Fiber optic,Yes,Yes,No,No,Yes
3432,Two year,94.8,70,No,0,DSL,Yes,Yes,Yes,Yes,No
3433,One year,107.75,61,No,0,Fiber optic,Yes,Yes,No,Yes,No
3434,One year,54.6,11,No,0,DSL,No,No,Yes,Yes,No
3435,Month-to-month,71.3,2,No,0,Fiber optic,No,No,No,No,No
3436,One year,19.5,25,No,0,No,No,No,No,No,No
3437,One year,56.3,41,No,0,DSL,No,No,No,No,No
3438,Month-to-month,94.7,18,No,0,Fiber optic,Yes,Yes,No,No,Yes
3439,Two year,104.15,72,No,1,Fiber optic,Yes,Yes,No,No,Yes
3440,Two year,90.55,71,Yes,0,DSL,Yes,Yes,Yes,Yes,No
3441,One year,60.8,34,Yes,0,DSL,No,No,No,Yes,No
3442,Month-to-month,98.8,29,No,0,Fiber optic,Yes,Yes,Yes,No,No
3443,One year,98.15,40,No,1,Fiber optic,Yes,No,Yes,Yes,No
3444,One year,35.35,36,No,0,DSL,No,No,No,Yes,No
3445,One year,103.15,46,No,0,Fiber optic,Yes,Yes,Yes,No,No
3446,One year,107.75,58,No,0,Fiber optic,Yes,Yes,No,Yes,No
3447,One year,81.4,39,No,0,Fiber optic,No,No,No,No,No
3448,Month-to-month,61.45,4,Yes,0,DSL,No,Yes,Yes,No,Yes
3449,One year,95.7,52,Yes,0,Fiber optic,Yes,No,No,No,No
3450,One year,104.8,70,No,1,Fiber optic,Yes,Yes,No,No,No
3451,One year,70.95,65,No,1,Fiber optic,No,No,No,No,No
3452,Month-to-month,44.95,1,No,0,DSL,No,No,No,No,No
3453,One year,97.65,70,No,0,Fiber optic,Yes,Yes,No,No,No
3454,Month-to-month,35.65,29,Yes,1,DSL,No,No,No,No,No
3455,Month-to-month,90.55,1,No,0,Fiber optic,Yes,Yes,No,No,Yes
3456,Two year,85.25,67,No,0,DSL,Yes,Yes,Yes,Yes,No
3457,Month-to-month,19.5,1,No,0,No,No,No,No,No,No
3458,Month-to-month,88.8,26,No,0,Fiber optic,Yes,Yes,No,No,Yes
3459,Two year,25.1,30,Yes,0,No,No,No,No,No,No
3460,Month-to-month,100.05,48,No,0,Fiber optic,Yes,Yes,Yes,No,No
3461,Month-to-month,55.7,55,Yes,0,DSL,No,No,No,Yes,No
3462,Month-to-month,85.2,7,No,0,Fiber optic,No,Yes,No,No,Yes
3463,Month-to-month,91.15,37,No,0,Fiber optic,Yes,No,No,Yes,No
3464,Month-to-month,83.85,31,No,0,Fiber optic,No,Yes,No,No,No
3465,Month-to-month,45.9,4,No,0,DSL,No,No,No,No,No
3466,Two year,25.1,72,Yes,0,No,No,No,No,No,No
3467,Month-to-month,91.4,5,No,1,Fiber optic,Yes,Yes,No,No,Yes
3468,Month-to-month,19.7,1,Yes,0,No,No,No,No,No,No
3469,Month-to-month,91.5,15,No,1,Fiber optic,Yes,Yes,No,No,No
3470,Month-to-month,51.3,8,Yes,0,DSL,No,No,No,Yes,No
3471,One year,21.1,35,No,0,No,No,No,No,No,No
3472,Month-to-month,104.75,56,No,1,Fiber optic,Yes,Yes,No,No,No
3473,Month-to-month,106.15,42,No,0,Fiber optic,Yes,Yes,Yes,No,Yes
3474,Month-to-month,85.75,65,Yes,1,Fiber optic,No,No,No,Yes,No
3475,One year,20.3,2,Yes,0,No,No,No,No,No,No
3476,One year,100.75,65,No,1,Fiber optic,Yes,Yes,No,Yes,No
3477,Month-to-month,74.15,18,No,0,Fiber optic,No,No,No,No,No
3478,One year,78.55,23,No,0,DSL,Yes,Yes,No,Yes,No
3479,Month-to-month,45.3,4,No,0,DSL,No,No,No,No,Yes
3480,Two year,19.85,70,No,0,No,No,No,No,No,No
3481,Month-to-month,50.7,4,No,0,DSL,No,No,No,No,No
3482,Month-to-month,45.0,19,No,0,DSL,No,No,No,No,No
3483,Month-to-month,77.8,18,No,0,Fiber optic,No,No,No,No,No
3484,Month-to-month,83.45,38,No,1,Fiber optic,No,Yes,No,Yes,No
3485,Month-to-month,73.25,2,No,0,Fiber optic,No,No,No,No,Yes
3486,One year,94.8,47,No,0,Fiber optic,Yes,No,No,Yes,No
3487,Two year,20.1,52,Yes,0,No,No,No,No,No,No
3488,Month-to-month,59.9,9,No,0,DSL,No,Yes,No,No,No
3489,One year,90.1,26,No,0,DSL,Yes,Yes,Yes,Yes,No
3490,Month-to-month,51.05,8,Yes,0,DSL,No,No,No,No,Yes
3491,One year,70.95,44,No,0,DSL,Yes,No,Yes,No,No
3492,Month-to-month,29.2,3,No,0,DSL,No,No,No,No,No
3493,Month-to-month,46.6,2,No,0,DSL,No,No,No,No,No
3494,Month-to-month,85.35,9,Yes,0,Fiber optic,Yes,No,No,No,Yes
3495,Month-to-month,75.35,1,No,1,Fiber optic,No,No,No,No,Yes
3496,Month-to-month,74.3,25,No,0,Fiber optic,No,No,No,Yes,No
3497,Month-to-month,69.3,2,No,1,Fiber optic,No,No,No,No,No
3498,Month-to-month,75.2,43,No,0,Fiber optic,No,No,No,Yes,Yes
3499,Month-to-month,20.9,1,No,0,No,No,No,No,No,Yes
3500,One year,94.3,58,No,0,Fiber optic,No,Yes,No,No,No
3501,Two year,76.45,59,Yes,0,DSL,Yes,No,Yes,Yes,No
3502,One year,54.0,44,No,0,DSL,Yes,Yes,No,Yes,No
3503,One year,104.25,66,No,0,Fiber optic,Yes,Yes,Yes,No,No
3504,Two year,19.95,68,Yes,0,No,No,No,No,No,No
3505,Month-to-month,24.95,9,No,0,DSL,No,No,No,No,No
3506,Month-to-month,84.75,19,No,0,Fiber optic,No,No,No,Yes,No
3507,Month-to-month,19.75,4,No,0,No,No,No,No,No,No
3508,Two year,113.65,70,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
3509,Month-to-month,44.9,1,No,0,DSL,No,No,No,No,No
3510,Month-to-month,75.25,8,No,0,Fiber optic,No,No,No,No,No
3511,Two year,24.6,53,No,0,No,No,No,No,No,No
3512,One year,25.0,51,No,1,No,No,No,No,No,No
3513,Month-to-month,20.95,11,Yes,0,No,No,No,No,No,No
3514,Two year,110.6,60,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
3515,Month-to-month,55.5,17,No,0,DSL,No,No,No,Yes,No
3516,Month-to-month,43.3,3,No,0,DSL,No,No,No,No,Yes
3517,One year,109.5,70,No,0,Fiber optic,Yes,Yes,Yes,Yes,Yes
3518,Month-to-month,19.45,1,No,0,No,No,No,No,No,No
3519,Month-to-month,84.85,43,No,1,Fiber optic,Yes,No,No,No,No
3520,Month-to-month,19.6,16,No,0,No,No,No,No,No,No
3521,One year,53.45,57,Yes,0,DSL,No,No,No,Yes,No
3522,One year,19.8,37,Yes,0,No,No,No,No,No,No
3523,Two year,112.1,72,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
3524,Month-to-month,84.8,11,No,1,Fiber optic,No,Yes,No,No,Yes
3525,Month-to-month,95.05,50,No,1,Fiber optic,Yes,No,No,No,Yes
3526,Month-to-month,50.35,5,No,1,DSL,No,No,No,No,Yes
3527,Month-to-month,74.6,1,No,0,Fiber optic,No,No,No,No,Yes
3528,Month-to-month,19.7,16,No,0,No,No,No,No,No,Yes
3529,Month-to-month,74.2,2,No,1,Fiber optic,No,No,No,No,No
3530,Month-to-month,69.0,17,No,0,DSL,Yes,No,Yes,No,No
3531,One year,19.35,16,No,0,No,No,No,No,No,No
3532,Month-to-month,59.45,15,No,0,DSL,No,Yes,No,No,Yes
3533,One year,19.8,10,No,0,No,No,No,No,No,No
3534,One year,105.2,46,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,Yes
3535,Two year,109.2,64,Yes,0,Fiber optic,Yes,Yes,Yes,No,No
3536,Month-to-month,79.15,1,No,0,Fiber optic,No,No,No,No,No
3537,One year,53.65,25,Yes,0,DSL,No,No,No,No,No
3538,Two year,100.2,71,Yes,0,Fiber optic,Yes,No,Yes,Yes,No
3539,Month-to-month,45.15,8,No,0,DSL,No,No,No,No,Yes
3540,Two year,108.65,72,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
3541,Month-to-month,40.65,49,No,0,DSL,Yes,No,No,Yes,No
3542,One year,55.35,29,Yes,0,DSL,No,Yes,Yes,Yes,No
3543,Two year,105.6,72,No,0,Fiber optic,No,Yes,Yes,Yes,No
3544,Month-to-month,93.8,31,No,0,Fiber optic,Yes,No,No,No,Yes
3545,Month-to-month,95.7,50,No,0,Fiber optic,Yes,Yes,No,No,No
3546,Two year,83.2,71,No,0,DSL,Yes,Yes,Yes,Yes,No
3547,Two year,90.05,70,No,1,DSL,Yes,Yes,Yes,Yes,No
3548,One year,97.65,71,No,0,Fiber optic,No,Yes,Yes,Yes,No
3549,Two year,68.05,61,Yes,0,DSL,No,No,Yes,Yes,No
3550,Month-to-month,96.2,32,No,0,Fiber optic,Yes,Yes,Yes,No,Yes
3551,Month-to-month,79.6,1,Yes,0,Fiber optic,No,Yes,No,No,Yes
3552,Two year,102.1,68,No,0,Fiber optic,No,Yes,No,Yes,No
3553,Two year,23.4,62,No,0,No,No,No,No,No,No
3554,Month-to-month,71.05,7,Yes,0,Fiber optic,No,No,No,No,No
3555,Month-to-month,85.25,20,No,0,Fiber optic,Yes,No,No,No,Yes
3556,One year,19.45,6,Yes,0,No,No,No,No,No,No
